team_id,season,rank
team:seoul_ravens,S-5,2
team:seoul_ravens,S-4,2
team:seoul_ravens,S-3,1
team:seoul_ravens,S-2,2
team:seoul_ravens,S-1,1
team:paju_unicorns,S-5,5
team:paju_unicorns,S-4,6
team:paju_unicorns,S-3,5
team:paju_unicorns,S-2,6
team:paju_unicorns,S-1,6
team:daejeon_blaze,S-5,6
team:daejeon_blaze,S-4,5
team:daejeon_blaze,S-3,6
team:daejeon_blaze,S-2,3
team:daejeon_blaze,S-1,4
team:gwangju_rhinos,S-5,4
team:gwangju_rhinos,S-4,3
team:gwangju_rhinos,S-3,4
team:gwangju_rhinos,S-2,5
team:gwangju_rhinos,S-1,5
team:sangmu_phoenix,S-5,1
team:sangmu_phoenix,S-4,1
team:sangmu_phoenix,S-3,2
team:sangmu_phoenix,S-2,1
team:sangmu_phoenix,S-1,2
team:seoul_comets,S-5,8
team:seoul_comets,S-4,9
team:seoul_comets,S-3,8
team:seoul_comets,S-2,9
team:seoul_comets,S-1,10
team:incheon_griffons,S-5,3
team:incheon_griffons,S-4,4
team:incheon_griffons,S-3,3
team:incheon_griffons,S-2,4
team:incheon_griffons,S-1,3
team:daegu_hawks,S-5,7
team:daegu_hawks,S-4,7
team:daegu_hawks,S-3,7
team:daegu_hawks,S-2,8
team:daegu_hawks,S-1,7
team:busan_sealions,S-5,9
team:busan_sealions,S-4,8
team:busan_sealions,S-3,10
team:busan_sealions,S-2,7
team:busan_sealions,S-1,8
team:wonju_winners,S-5,10
team:wonju_winners,S-4,10
team:wonju_winners,S-3,9
team:wonju_winners,S-2,10
team:wonju_winners,S-1,9
team:hanseong_hs,S-5,1
team:hanseong_hs,S-4,1
team:hanseong_hs,S-3,1
team:hanseong_hs,S-2,1
team:hanseong_hs,S-1,1
team:cheongun_hs,S-5,2
team:cheongun_hs,S-4,4
team:cheongun_hs,S-3,3
team:cheongun_hs,S-2,2
team:cheongun_hs,S-1,4
team:doseong_hs,S-5,3
team:doseong_hs,S-4,2
team:doseong_hs,S-3,4
team:doseong_hs,S-2,3
team:doseong_hs,S-1,2
team:yangcheon_hs,S-5,4
team:yangcheon_hs,S-4,3
team:yangcheon_hs,S-3,2
team:yangcheon_hs,S-2,4
team:yangcheon_hs,S-1,3
team:cheongram_hs,S-5,5
team:cheongram_hs,S-4,12
team:cheongram_hs,S-3,11
team:cheongram_hs,S-2,10
team:cheongram_hs,S-1,9
team:daeyang_hs,S-5,6
team:daeyang_hs,S-4,5
team:daeyang_hs,S-3,12
team:daeyang_hs,S-2,11
team:daeyang_hs,S-1,10
team:myeongil_hs,S-5,7
team:myeongil_hs,S-4,6
team:myeongil_hs,S-3,5
team:myeongil_hs,S-2,12
team:myeongil_hs,S-1,11
team:namsan_hs,S-5,8
team:namsan_hs,S-4,7
team:namsan_hs,S-3,6
team:namsan_hs,S-2,5
team:namsan_hs,S-1,12
team:gangbyeon_hs,S-5,9
team:gangbyeon_hs,S-4,8
team:gangbyeon_hs,S-3,7
team:gangbyeon_hs,S-2,6
team:gangbyeon_hs,S-1,5
team:gwangun_hs,S-5,10
team:gwangun_hs,S-4,9
team:gwangun_hs,S-3,8
team:gwangun_hs,S-2,7
team:gwangun_hs,S-1,6
team:eunpyeong_hs,S-5,11
team:eunpyeong_hs,S-4,10
team:eunpyeong_hs,S-3,9
team:eunpyeong_hs,S-2,8
team:eunpyeong_hs,S-1,7
team:samjeon_hs,S-5,12
team:samjeon_hs,S-4,11
team:samjeon_hs,S-3,10
team:samjeon_hs,S-2,9
team:samjeon_hs,S-1,8
team:hanbit_hs,S-5,13
team:hanbit_hs,S-4,16
team:hanbit_hs,S-3,15
team:hanbit_hs,S-2,14
team:hanbit_hs,S-1,13
team:bugak_hs,S-5,14
team:bugak_hs,S-4,13
team:bugak_hs,S-3,16
team:bugak_hs,S-2,15
team:bugak_hs,S-1,14
team:sinjeong_hs,S-5,15
team:sinjeong_hs,S-4,14
team:sinjeong_hs,S-3,13
team:sinjeong_hs,S-2,16
team:sinjeong_hs,S-1,15
team:mongnyeon_hs,S-5,16
team:mongnyeon_hs,S-4,15
team:mongnyeon_hs,S-3,14
team:mongnyeon_hs,S-2,13
team:mongnyeon_hs,S-1,16
team:baekho_hs,S-5,1
team:baekho_hs,S-4,3
team:baekho_hs,S-3,2
team:baekho_hs,S-2,1
team:baekho_hs,S-1,3
team:songrim_hs,S-5,4
team:songrim_hs,S-4,14
team:songrim_hs,S-3,13
team:songrim_hs,S-2,12
team:songrim_hs,S-1,11
team:gwanggyo_hs,S-5,2
team:gwanggyo_hs,S-4,1
team:gwanggyo_hs,S-3,3
team:gwanggyo_hs,S-2,2
team:gwanggyo_hs,S-1,1
team:giheung_hs,S-5,3
team:giheung_hs,S-4,2
team:giheung_hs,S-3,1
team:giheung_hs,S-2,3
team:giheung_hs,S-1,2
team:suseong_hs,S-5,5
team:suseong_hs,S-4,4
team:suseong_hs,S-3,14
team:suseong_hs,S-2,13
team:suseong_hs,S-1,12
team:manwol_hs,S-5,6
team:manwol_hs,S-4,5
team:manwol_hs,S-3,4
team:manwol_hs,S-2,14
team:manwol_hs,S-1,13
team:bundang_hs,S-5,7
team:bundang_hs,S-4,6
team:bundang_hs,S-3,5
team:bundang_hs,S-2,4
team:bundang_hs,S-1,14
team:pangyo_hs,S-5,8
team:pangyo_hs,S-4,7
team:pangyo_hs,S-3,6
team:pangyo_hs,S-2,5
team:pangyo_hs,S-1,4
team:jungwon_hs,S-5,9
team:jungwon_hs,S-4,8
team:jungwon_hs,S-3,7
team:jungwon_hs,S-2,6
team:jungwon_hs,S-1,5
team:ilsan_hs,S-5,10
team:ilsan_hs,S-4,9
team:ilsan_hs,S-3,8
team:ilsan_hs,S-2,7
team:ilsan_hs,S-1,6
team:cheongna_hs,S-5,11
team:cheongna_hs,S-4,10
team:cheongna_hs,S-3,9
team:cheongna_hs,S-2,8
team:cheongna_hs,S-1,7
team:gyeyang_hs,S-5,12
team:gyeyang_hs,S-4,11
team:gyeyang_hs,S-3,10
team:gyeyang_hs,S-2,9
team:gyeyang_hs,S-1,8
team:gimpo_hs,S-5,13
team:gimpo_hs,S-4,12
team:gimpo_hs,S-3,11
team:gimpo_hs,S-2,10
team:gimpo_hs,S-1,9
team:pyeongtaek_hs,S-5,14
team:pyeongtaek_hs,S-4,13
team:pyeongtaek_hs,S-3,12
team:pyeongtaek_hs,S-2,11
team:pyeongtaek_hs,S-1,10
team:yeonsu_hs,S-5,15
team:yeonsu_hs,S-4,20
team:yeonsu_hs,S-3,19
team:yeonsu_hs,S-2,18
team:yeonsu_hs,S-1,17
team:pyeongchon_hs,S-5,16
team:pyeongchon_hs,S-4,15
team:pyeongchon_hs,S-3,20
team:pyeongchon_hs,S-2,19
team:pyeongchon_hs,S-1,18
team:sangnok_hs,S-5,17
team:sangnok_hs,S-4,16
team:sangnok_hs,S-3,15
team:sangnok_hs,S-2,20
team:sangnok_hs,S-1,19
team:sihwa_hs,S-5,18
team:sihwa_hs,S-4,17
team:sihwa_hs,S-3,16
team:sihwa_hs,S-2,15
team:sihwa_hs,S-1,20
team:misa_hs,S-5,19
team:misa_hs,S-4,18
team:misa_hs,S-3,17
team:misa_hs,S-2,16
team:misa_hs,S-1,15
team:osan_hs,S-5,20
team:osan_hs,S-4,19
team:osan_hs,S-3,18
team:osan_hs,S-2,17
team:osan_hs,S-1,16
team:seorak_hs,S-5,1
team:seorak_hs,S-4,2
team:seorak_hs,S-3,1
team:seorak_hs,S-2,2
team:seorak_hs,S-1,1
team:chiak_hs,S-5,2
team:chiak_hs,S-4,1
team:chiak_hs,S-3,2
team:chiak_hs,S-2,1
team:chiak_hs,S-1,2
team:bonguii_hs,S-5,3
team:bonguii_hs,S-4,6
team:bonguii_hs,S-3,5
team:bonguii_hs,S-2,4
team:bonguii_hs,S-1,3
team:gyeongpo_hs,S-5,4
team:gyeongpo_hs,S-4,3
team:gyeongpo_hs,S-3,6
team:gyeongpo_hs,S-2,5
team:gyeongpo_hs,S-1,4
team:seolbong_hs,S-5,5
team:seolbong_hs,S-4,4
team:seolbong_hs,S-3,3
team:seolbong_hs,S-2,6
team:seolbong_hs,S-1,5
team:taebaek_hs,S-5,6
team:taebaek_hs,S-4,5
team:taebaek_hs,S-3,4
team:taebaek_hs,S-2,3
team:taebaek_hs,S-1,6
team:geumgang_hs,S-5,1
team:geumgang_hs,S-4,1
team:geumgang_hs,S-3,1
team:geumgang_hs,S-2,1
team:geumgang_hs,S-1,1
team:yuseong_hs,S-5,2
team:yuseong_hs,S-4,6
team:yuseong_hs,S-3,5
team:yuseong_hs,S-2,4
team:yuseong_hs,S-1,3
team:gyeryong_hs,S-5,3
team:gyeryong_hs,S-4,2
team:gyeryong_hs,S-3,6
team:gyeryong_hs,S-2,5
team:gyeryong_hs,S-1,4
team:sangdang_hs,S-5,4
team:sangdang_hs,S-4,3
team:sangdang_hs,S-3,2
team:sangdang_hs,S-2,6
team:sangdang_hs,S-1,5
team:baekseok_hs,S-5,5
team:baekseok_hs,S-4,4
team:baekseok_hs,S-3,3
team:baekseok_hs,S-2,2
team:baekseok_hs,S-1,6
team:hongju_hs,S-5,6
team:hongju_hs,S-4,5
team:hongju_hs,S-3,4
team:hongju_hs,S-2,3
team:hongju_hs,S-1,2
team:musim_hs,S-5,7
team:musim_hs,S-4,12
team:musim_hs,S-3,11
team:musim_hs,S-2,10
team:musim_hs,S-1,9
team:seonggeo_hs,S-5,8
team:seonggeo_hs,S-4,7
team:seonggeo_hs,S-3,12
team:seonggeo_hs,S-2,11
team:seonggeo_hs,S-1,10
team:tangeum_hs,S-5,9
team:tangeum_hs,S-4,8
team:tangeum_hs,S-3,7
team:tangeum_hs,S-2,12
team:tangeum_hs,S-1,11
team:gyebaek_hs,S-5,10
team:gyebaek_hs,S-4,9
team:gyebaek_hs,S-3,8
team:gyebaek_hs,S-2,7
team:gyebaek_hs,S-1,12
team:geumsan_hs,S-5,11
team:geumsan_hs,S-4,10
team:geumsan_hs,S-3,9
team:geumsan_hs,S-2,8
team:geumsan_hs,S-1,7
team:yesan_hs,S-5,12
team:yesan_hs,S-4,11
team:yesan_hs,S-3,10
team:yesan_hs,S-2,9
team:yesan_hs,S-1,8
team:mudeung_hs,S-5,1
team:mudeung_hs,S-4,1
team:mudeung_hs,S-3,1
team:mudeung_hs,S-2,1
team:mudeung_hs,S-1,1
team:baegyang_hs,S-5,3
team:baegyang_hs,S-4,8
team:baegyang_hs,S-3,7
team:baegyang_hs,S-2,6
team:baegyang_hs,S-1,5
team:bitgoeul_hs,S-5,2
team:bitgoeul_hs,S-4,2
team:bitgoeul_hs,S-3,2
team:bitgoeul_hs,S-2,2
team:bitgoeul_hs,S-1,2
team:mujin_hs,S-5,4
team:mujin_hs,S-4,3
team:mujin_hs,S-3,8
team:mujin_hs,S-2,7
team:mujin_hs,S-1,6
team:pungnam_hs,S-5,5
team:pungnam_hs,S-4,4
team:pungnam_hs,S-3,3
team:pungnam_hs,S-2,8
team:pungnam_hs,S-1,7
team:wansan_hs,S-5,6
team:wansan_hs,S-4,5
team:wansan_hs,S-3,4
team:wansan_hs,S-2,3
team:wansan_hs,S-1,8
team:yudal_hs,S-5,7
team:yudal_hs,S-4,6
team:yudal_hs,S-3,5
team:yudal_hs,S-2,4
team:yudal_hs,S-1,3
team:wolmyeong_hs,S-5,8
team:wolmyeong_hs,S-4,7
team:wolmyeong_hs,S-3,6
team:wolmyeong_hs,S-2,5
team:wolmyeong_hs,S-1,4
team:seungju_hs,S-5,9
team:seungju_hs,S-4,14
team:seungju_hs,S-3,13
team:seungju_hs,S-2,12
team:seungju_hs,S-1,11
team:odong_hs,S-5,10
team:odong_hs,S-4,9
team:odong_hs,S-3,14
team:odong_hs,S-2,13
team:odong_hs,S-1,12
team:namak_hs,S-5,11
team:namak_hs,S-4,10
team:namak_hs,S-3,9
team:namak_hs,S-2,14
team:namak_hs,S-1,13
team:jungnim_hs,S-5,12
team:jungnim_hs,S-4,11
team:jungnim_hs,S-3,10
team:jungnim_hs,S-2,9
team:jungnim_hs,S-1,14
team:gangjin_hs,S-5,13
team:gangjin_hs,S-4,12
team:gangjin_hs,S-3,11
team:gangjin_hs,S-2,10
team:gangjin_hs,S-1,9
team:hwasun_hs,S-5,14
team:hwasun_hs,S-4,13
team:hwasun_hs,S-3,12
team:hwasun_hs,S-2,11
team:hwasun_hs,S-1,10
team:palgong_hs,S-5,1
team:palgong_hs,S-4,1
team:palgong_hs,S-3,1
team:palgong_hs,S-2,1
team:palgong_hs,S-1,1
team:dalseong_hs,S-5,2
team:dalseong_hs,S-4,2
team:dalseong_hs,S-3,2
team:dalseong_hs,S-2,2
team:dalseong_hs,S-1,2
team:paldal_hs,S-5,3
team:paldal_hs,S-4,8
team:paldal_hs,S-3,7
team:paldal_hs,S-2,6
team:paldal_hs,S-1,5
team:sincheon_hs,S-5,4
team:sincheon_hs,S-4,3
team:sincheon_hs,S-3,8
team:sincheon_hs,S-2,7
team:sincheon_hs,S-1,6
team:hyeongsan_hs,S-5,5
team:hyeongsan_hs,S-4,4
team:hyeongsan_hs,S-3,3
team:hyeongsan_hs,S-2,8
team:hyeongsan_hs,S-1,7
team:gyerim_hs,S-5,6
team:gyerim_hs,S-4,5
team:gyerim_hs,S-3,4
team:gyerim_hs,S-2,3
team:gyerim_hs,S-1,8
team:geumo_hs,S-5,7
team:geumo_hs,S-4,6
team:geumo_hs,S-3,5
team:geumo_hs,S-2,4
team:geumo_hs,S-1,3
team:yeongnam_hs,S-5,8
team:yeongnam_hs,S-4,7
team:yeongnam_hs,S-3,6
team:yeongnam_hs,S-2,5
team:yeongnam_hs,S-1,4
team:yeongil_hs,S-5,9
team:yeongil_hs,S-4,12
team:yeongil_hs,S-3,11
team:yeongil_hs,S-2,10
team:yeongil_hs,S-1,9
team:nakdong_hs,S-5,10
team:nakdong_hs,S-4,9
team:nakdong_hs,S-3,12
team:nakdong_hs,S-2,11
team:nakdong_hs,S-1,10
team:hahoe_hs,S-5,11
team:hahoe_hs,S-4,10
team:hahoe_hs,S-3,9
team:hahoe_hs,S-2,12
team:hahoe_hs,S-1,11
team:jungnyeong_hs,S-5,12
team:jungnyeong_hs,S-4,11
team:jungnyeong_hs,S-3,10
team:jungnyeong_hs,S-2,9
team:jungnyeong_hs,S-1,12
team:haeun_hs,S-5,1
team:haeun_hs,S-4,2
team:haeun_hs,S-3,1
team:haeun_hs,S-2,2
team:haeun_hs,S-1,1
team:gaya_hs,S-5,3
team:gaya_hs,S-4,9
team:gaya_hs,S-3,8
team:gaya_hs,S-2,7
team:gaya_hs,S-1,6
team:dongnae_hs,S-5,2
team:dongnae_hs,S-4,1
team:dongnae_hs,S-3,2
team:dongnae_hs,S-2,1
team:dongnae_hs,S-1,2
team:geumjeong_hs,S-5,4
team:geumjeong_hs,S-4,3
team:geumjeong_hs,S-3,9
team:geumjeong_hs,S-2,8
team:geumjeong_hs,S-1,7
team:gwangan_hs,S-5,5
team:gwangan_hs,S-4,4
team:gwangan_hs,S-3,3
team:gwangan_hs,S-2,9
team:gwangan_hs,S-1,8
team:bulmo_hs,S-5,6
team:bulmo_hs,S-4,5
team:bulmo_hs,S-3,4
team:bulmo_hs,S-2,3
team:bulmo_hs,S-1,9
team:taehwa_hs,S-5,7
team:taehwa_hs,S-4,6
team:taehwa_hs,S-3,5
team:taehwa_hs,S-2,4
team:taehwa_hs,S-1,3
team:namgang_hs,S-5,8
team:namgang_hs,S-4,7
team:namgang_hs,S-3,6
team:namgang_hs,S-2,5
team:namgang_hs,S-1,4
team:garak_hs,S-5,9
team:garak_hs,S-4,8
team:garak_hs,S-3,7
team:garak_hs,S-2,6
team:garak_hs,S-1,5
team:taejong_hs,S-5,10
team:taejong_hs,S-4,16
team:taejong_hs,S-3,15
team:taejong_hs,S-2,14
team:taejong_hs,S-1,13
team:masanman_hs,S-5,11
team:masanman_hs,S-4,10
team:masanman_hs,S-3,16
team:masanman_hs,S-2,15
team:masanman_hs,S-1,14
team:munsu_hs,S-5,12
team:munsu_hs,S-4,11
team:munsu_hs,S-3,10
team:munsu_hs,S-2,16
team:munsu_hs,S-1,15
team:chokseok_hs,S-5,13
team:chokseok_hs,S-4,12
team:chokseok_hs,S-3,11
team:chokseok_hs,S-2,10
team:chokseok_hs,S-1,16
team:bunseong_hs,S-5,14
team:bunseong_hs,S-4,13
team:bunseong_hs,S-3,12
team:bunseong_hs,S-2,11
team:bunseong_hs,S-1,10
team:geoje_hs,S-5,15
team:geoje_hs,S-4,14
team:geoje_hs,S-3,13
team:geoje_hs,S-2,12
team:geoje_hs,S-1,11
team:tongyeong_hs,S-5,16
team:tongyeong_hs,S-4,15
team:tongyeong_hs,S-3,14
team:tongyeong_hs,S-2,13
team:tongyeong_hs,S-1,12
team:halla_hs,S-5,1
team:halla_hs,S-4,6
team:halla_hs,S-3,5
team:halla_hs,S-2,4
team:halla_hs,S-1,3
team:hannae_hs,S-5,2
team:hannae_hs,S-4,1
team:hannae_hs,S-3,6
team:hannae_hs,S-2,5
team:hannae_hs,S-1,4
team:oreum_hs,S-5,3
team:oreum_hs,S-4,2
team:oreum_hs,S-3,1
team:oreum_hs,S-2,6
team:oreum_hs,S-1,5
team:seogwi_hs,S-5,4
team:seogwi_hs,S-4,3
team:seogwi_hs,S-3,2
team:seogwi_hs,S-2,1
team:seogwi_hs,S-1,6
team:seongsan_hs,S-5,5
team:seongsan_hs,S-4,4
team:seongsan_hs,S-3,3
team:seongsan_hs,S-2,2
team:seongsan_hs,S-1,1
team:aewol_hs,S-5,6
team:aewol_hs,S-4,5
team:aewol_hs,S-3,4
team:aewol_hs,S-2,3
team:aewol_hs,S-1,2
team:hallyu_univ,S-5,1
team:hallyu_univ,S-4,1
team:hallyu_univ,S-3,1
team:hallyu_univ,S-2,1
team:hallyu_univ,S-1,1
team:baeksan_univ,S-5,2
team:baeksan_univ,S-4,2
team:baeksan_univ,S-3,2
team:baeksan_univ,S-2,2
team:baeksan_univ,S-1,2
team:hangang_univ,S-5,3
team:hangang_univ,S-4,4
team:hangang_univ,S-3,3
team:hangang_univ,S-2,4
team:hangang_univ,S-1,3
team:gwanak_univ,S-5,4
team:gwanak_univ,S-4,3
team:gwanak_univ,S-3,4
team:gwanak_univ,S-2,3
team:gwanak_univ,S-1,4
team:namsan_univ,S-5,5
team:namsan_univ,S-4,6
team:namsan_univ,S-3,5
team:namsan_univ,S-2,6
team:namsan_univ,S-1,5
team:bukhansan_univ,S-5,6
team:bukhansan_univ,S-4,5
team:bukhansan_univ,S-3,6
team:bukhansan_univ,S-2,5
team:bukhansan_univ,S-1,6
team:songdo_univ,S-5,1
team:songdo_univ,S-4,2
team:songdo_univ,S-3,1
team:songdo_univ,S-2,2
team:songdo_univ,S-1,1
team:suri_univ,S-5,2
team:suri_univ,S-4,1
team:suri_univ,S-3,2
team:suri_univ,S-2,1
team:suri_univ,S-1,2
team:gyeongin_univ,S-5,3
team:gyeongin_univ,S-4,7
team:gyeongin_univ,S-3,6
team:gyeongin_univ,S-2,5
team:gyeongin_univ,S-1,4
team:gwanggyo_univ,S-5,4
team:gwanggyo_univ,S-4,3
team:gwanggyo_univ,S-3,7
team:gwanggyo_univ,S-2,6
team:gwanggyo_univ,S-1,5
team:byeollae_univ,S-5,5
team:byeollae_univ,S-4,4
team:byeollae_univ,S-3,3
team:byeollae_univ,S-2,7
team:byeollae_univ,S-1,6
team:hanam_univ,S-5,6
team:hanam_univ,S-4,5
team:hanam_univ,S-3,4
team:hanam_univ,S-2,3
team:hanam_univ,S-1,7
team:hwahong_univ,S-5,7
team:hwahong_univ,S-4,6
team:hwahong_univ,S-3,5
team:hwahong_univ,S-2,4
team:hwahong_univ,S-1,3
team:osan_univ,S-5,8
team:osan_univ,S-4,14
team:osan_univ,S-3,13
team:osan_univ,S-2,12
team:osan_univ,S-1,11
team:sosa_univ,S-5,9
team:sosa_univ,S-4,8
team:sosa_univ,S-3,14
team:sosa_univ,S-2,13
team:sosa_univ,S-1,12
team:gwanyang_univ,S-5,10
team:gwanyang_univ,S-4,9
team:gwanyang_univ,S-3,8
team:gwanyang_univ,S-2,14
team:gwanyang_univ,S-1,13
team:wolmi_univ,S-5,11
team:wolmi_univ,S-4,10
team:wolmi_univ,S-3,9
team:wolmi_univ,S-2,8
team:wolmi_univ,S-1,14
team:sihwa_univ,S-5,12
team:sihwa_univ,S-4,11
team:sihwa_univ,S-3,10
team:sihwa_univ,S-2,9
team:sihwa_univ,S-1,8
team:banwol_univ,S-5,13
team:banwol_univ,S-4,12
team:banwol_univ,S-3,11
team:banwol_univ,S-2,10
team:banwol_univ,S-1,9
team:jinwi_univ,S-5,14
team:jinwi_univ,S-4,13
team:jinwi_univ,S-3,12
team:jinwi_univ,S-2,11
team:jinwi_univ,S-1,10
team:baekje_univ,S-5,1
team:baekje_univ,S-4,1
team:baekje_univ,S-3,1
team:baekje_univ,S-2,1
team:baekje_univ,S-1,1
team:yuseong_univ,S-5,2
team:yuseong_univ,S-4,3
team:yuseong_univ,S-3,2
team:yuseong_univ,S-2,3
team:yuseong_univ,S-1,2
team:gyeryong_univ,S-5,3
team:gyeryong_univ,S-4,2
team:gyeryong_univ,S-3,3
team:gyeryong_univ,S-2,2
team:gyeryong_univ,S-1,3
team:sangdang_univ,S-5,4
team:sangdang_univ,S-4,7
team:sangdang_univ,S-3,6
team:sangdang_univ,S-2,5
team:sangdang_univ,S-1,4
team:seonghwan_univ,S-5,5
team:seonghwan_univ,S-4,4
team:seonghwan_univ,S-3,7
team:seonghwan_univ,S-2,6
team:seonghwan_univ,S-1,5
team:asan_univ,S-5,6
team:asan_univ,S-4,5
team:asan_univ,S-3,4
team:asan_univ,S-2,7
team:asan_univ,S-1,6
team:seosan_univ,S-5,7
team:seosan_univ,S-4,6
team:seosan_univ,S-3,5
team:seosan_univ,S-2,4
team:seosan_univ,S-1,7
team:okcheon_univ,S-5,8
team:okcheon_univ,S-4,8
team:okcheon_univ,S-3,8
team:okcheon_univ,S-2,8
team:okcheon_univ,S-1,8
team:seoseok_univ,S-5,1
team:seoseok_univ,S-4,1
team:seoseok_univ,S-3,1
team:seoseok_univ,S-2,1
team:seoseok_univ,S-1,1
team:bitgoeul_univ,S-5,2
team:bitgoeul_univ,S-4,3
team:bitgoeul_univ,S-3,2
team:bitgoeul_univ,S-2,3
team:bitgoeul_univ,S-1,2
team:wansan_univ,S-5,3
team:wansan_univ,S-4,2
team:wansan_univ,S-3,3
team:wansan_univ,S-2,2
team:wansan_univ,S-1,3
team:yudal_univ,S-5,4
team:yudal_univ,S-4,6
team:yudal_univ,S-3,5
team:yudal_univ,S-2,4
team:yudal_univ,S-1,6
team:odong_univ,S-5,5
team:odong_univ,S-4,4
team:odong_univ,S-3,6
team:odong_univ,S-2,5
team:odong_univ,S-1,4
team:seungju_univ,S-5,6
team:seungju_univ,S-4,5
team:seungju_univ,S-3,4
team:seungju_univ,S-2,6
team:seungju_univ,S-1,5
team:namak_univ,S-5,7
team:namak_univ,S-4,7
team:namak_univ,S-3,7
team:namak_univ,S-2,7
team:namak_univ,S-1,7
team:dalgubeol_univ,S-5,1
team:dalgubeol_univ,S-4,1
team:dalgubeol_univ,S-3,1
team:dalgubeol_univ,S-2,1
team:dalgubeol_univ,S-1,1
team:biseul_univ,S-5,2
team:biseul_univ,S-4,2
team:biseul_univ,S-3,2
team:biseul_univ,S-2,2
team:biseul_univ,S-1,2
team:hyeongsan_univ,S-5,3
team:hyeongsan_univ,S-4,4
team:hyeongsan_univ,S-3,3
team:hyeongsan_univ,S-2,4
team:hyeongsan_univ,S-1,3
team:hahoe_univ,S-5,4
team:hahoe_univ,S-4,3
team:hahoe_univ,S-3,4
team:hahoe_univ,S-2,3
team:hahoe_univ,S-1,4
team:yeongcheon_univ,S-5,5
team:yeongcheon_univ,S-4,5
team:yeongcheon_univ,S-3,5
team:yeongcheon_univ,S-2,5
team:yeongcheon_univ,S-1,5
team:haedong_univ,S-5,1
team:haedong_univ,S-4,1
team:haedong_univ,S-3,1
team:haedong_univ,S-2,1
team:haedong_univ,S-1,1
team:geumjeong_univ,S-5,2
team:geumjeong_univ,S-4,3
team:geumjeong_univ,S-3,2
team:geumjeong_univ,S-2,3
team:geumjeong_univ,S-1,2
team:taehwa_univ,S-5,3
team:taehwa_univ,S-4,2
team:taehwa_univ,S-3,3
team:taehwa_univ,S-2,2
team:taehwa_univ,S-1,3
team:namgang_univ,S-5,4
team:namgang_univ,S-4,6
team:namgang_univ,S-3,5
team:namgang_univ,S-2,4
team:namgang_univ,S-1,6
team:bunseong_univ,S-5,5
team:bunseong_univ,S-4,4
team:bunseong_univ,S-3,6
team:bunseong_univ,S-2,5
team:bunseong_univ,S-1,4
team:geoje_univ,S-5,6
team:geoje_univ,S-4,5
team:geoje_univ,S-3,4
team:geoje_univ,S-2,6
team:geoje_univ,S-1,5
team:tongyeong_univ,S-5,7
team:tongyeong_univ,S-4,7
team:tongyeong_univ,S-3,7
team:tongyeong_univ,S-2,7
team:tongyeong_univ,S-1,7
team:chiak_univ,S-5,1
team:chiak_univ,S-4,1
team:chiak_univ,S-3,1
team:chiak_univ,S-2,1
team:chiak_univ,S-1,1
team:seorak_univ,S-5,2
team:seorak_univ,S-4,2
team:seorak_univ,S-3,2
team:seorak_univ,S-2,2
team:seorak_univ,S-1,2
team:seogwi_univ,S-5,1
team:seogwi_univ,S-4,1
team:seogwi_univ,S-3,1
team:seogwi_univ,S-2,1
team:seogwi_univ,S-1,1
team:seoul_royals,S-5,1
team:seoul_royals,S-4,1
team:seoul_royals,S-3,2
team:seoul_royals,S-2,2
team:seoul_royals,S-1,1
team:seoul_guardians,S-5,2
team:seoul_guardians,S-4,3
team:seoul_guardians,S-3,1
team:seoul_guardians,S-2,1
team:seoul_guardians,S-1,3
team:seoul_cobras,S-5,7
team:seoul_cobras,S-4,8
team:seoul_cobras,S-3,9
team:seoul_cobras,S-2,9
team:seoul_cobras,S-1,7
team:incheon_sharks,S-5,6
team:incheon_sharks,S-4,7
team:incheon_sharks,S-3,8
team:incheon_sharks,S-2,8
team:incheon_sharks,S-1,9
team:suwon_knights,S-5,9
team:suwon_knights,S-4,5
team:suwon_knights,S-3,3
team:suwon_knights,S-2,3
team:suwon_knights,S-1,2
team:daejeon_phantoms,S-5,10
team:daejeon_phantoms,S-4,10
team:daejeon_phantoms,S-3,10
team:daejeon_phantoms,S-2,10
team:daejeon_phantoms,S-1,10
team:gwangju_panthers,S-5,3
team:gwangju_panthers,S-4,2
team:gwangju_panthers,S-3,4
team:gwangju_panthers,S-2,5
team:gwangju_panthers,S-1,5
team:daegu_sabers,S-5,5
team:daegu_sabers,S-4,6
team:daegu_sabers,S-3,7
team:daegu_sabers,S-2,7
team:daegu_sabers,S-1,8
team:busan_waves,S-5,4
team:busan_waves,S-4,4
team:busan_waves,S-3,5
team:busan_waves,S-2,6
team:busan_waves,S-1,6
team:changwon_stars,S-5,8
team:changwon_stars,S-4,9
team:changwon_stars,S-3,6
team:changwon_stars,S-2,4
team:changwon_stars,S-1,4
